sale_id,sku_id,product_name,category,sale_date,qty_sold,unit_price_usd,total_revenue_usd,channel,region,return_qty,discount_pct
SALE-9484,SKU-1028,Denim Shorts,Clothing,2025-03-08,15,191.99,2879.85,Website,East,3,0
SALE-9485,SKU-1005,Monitor Stand,Electronics,2026-01-12,41,357.41,14653.81,Marketplace,South,1,20
SALE-9486,SKU-1002,Mechanical Keyboard,Electronics,2025-07-25,32,295.31,9449.92,B2B Direct,South,0,10
SALE-9487,SKU-1025,Socks (Pack-6),Clothing,2025-04-29,18,392.0,7056.0,B2B Direct,Central,0,0
SALE-9488,SKU-1047,Eye Cream,Beauty,2025-12-18,44,102.49,4509.56,B2B Direct,Central,0,0
SALE-9489,SKU-1004,Webcam,Electronics,2025-05-08,17,342.33,5819.61,B2B Direct,South,0,0
SALE-9490,SKU-1043,Sunscreen SPF50,Beauty,2025-03-15,45,334.2,15039.0,B2B Direct,Central,0,15
SALE-9491,SKU-1000,Wireless Earbuds,Electronics,2025-10-08,42,376.49,15812.58,Website,East,0,0
SALE-9492,SKU-1007,Power Bank,Electronics,2026-02-15,34,304.06,10338.04,Retail Store,West,0,0
SALE-9493,SKU-1046,Body Lotion,Beauty,2025-06-26,4,51.61,206.44,Marketplace,West,0,0
SALE-9494,SKU-1012,Sticky Notes Pack,Office,2025-08-22,6,254.78,1528.68,B2B Direct,North,0,5
SALE-9495,SKU-1004,Webcam,Electronics,2025-07-09,13,410.8,5340.4,Mobile App,East,0,5
SALE-9496,SKU-1001,USB-C Hub,Electronics,2025-11-04,28,710.91,19905.48,Website,Central,3,10
SALE-9497,SKU-1015,Whiteboard Markers,Office,2025-04-28,31,254.73,7896.63,Mobile App,East,0,5
SALE-9498,SKU-1015,Whiteboard Markers,Office,2025-04-10,50,254.73,12736.5,B2B Direct,Central,0,5
SALE-9499,SKU-1037,Air Fryer,Home & Kitchen,2025-05-06,6,250.76,1504.56,Website,North,0,10
SALE-9500,SKU-1004,Webcam,Electronics,2025-05-08,4,342.33,1369.32,Retail Store,North,0,0
SALE-9501,SKU-1006,LED Desk Lamp,Electronics,2026-02-13,4,484.57,1938.28,B2B Direct,North,0,0
SALE-9502,SKU-1039,Dish Rack,Home & Kitchen,2025-09-30,15,325.0,4875.0,B2B Direct,Central,0,0
SALE-9503,SKU-1027,Winter Jacket,Clothing,2026-01-15,40,483.4,19336.0,Website,East,3,10
SALE-9504,SKU-1029,Sport Leggings,Clothing,2025-11-23,22,100.87,2219.14,B2B Direct,South,0,5
SALE-9505,SKU-1004,Webcam,Electronics,2026-01-01,13,342.33,4450.29,B2B Direct,South,0,0
SALE-9506,SKU-1030,Coffee Maker,Home & Kitchen,2026-01-15,29,420.91,12206.39,Mobile App,South,0,0
SALE-9507,SKU-1019,Tape Dispenser,Office,2025-12-28,28,668.99,18731.72,B2B Direct,East,0,5
SALE-9508,SKU-1009,Laptop Stand,Electronics,2025-05-18,31,84.62,2623.22,Marketplace,Central,0,20
SALE-9509,SKU-1033,Cutting Board,Home & Kitchen,2025-12-29,43,497.29,21383.47,Mobile App,North,0,10
SALE-9510,SKU-1003,Gaming Mouse,Electronics,2025-10-06,23,333.92,7680.16,Mobile App,South,3,10
SALE-9511,SKU-1021,Women Jeans,Clothing,2025-06-08,43,366.53,15760.79,Retail Store,West,0,15
SALE-9512,SKU-1036,Electric Kettle,Home & Kitchen,2025-08-22,40,40.34,1613.6,Marketplace,West,0,0
SALE-9513,SKU-1002,Mechanical Keyboard,Electronics,2025-11-12,15,344.53,5167.95,Website,South,0,5
SALE-9514,SKU-1015,Whiteboard Markers,Office,2025-11-05,48,356.62,17117.76,Marketplace,West,0,10
SALE-9515,SKU-1000,Wireless Earbuds,Electronics,2025-09-05,1,376.49,376.49,Website,East,0,0
SALE-9516,SKU-1028,Denim Shorts,Clothing,2025-06-11,41,230.39,9445.99,B2B Direct,East,1,0
SALE-9517,SKU-1018,Scissors,Office,2025-06-01,15,151.19,2267.85,Marketplace,South,0,0
SALE-9518,SKU-1012,Sticky Notes Pack,Office,2025-03-15,12,254.78,3057.36,Marketplace,North,0,0
SALE-9519,SKU-1041,Shampoo 500ml,Beauty,2025-04-29,22,344.31,7574.82,Mobile App,East,0,10
SALE-9520,SKU-1042,Conditioner 500ml,Beauty,2025-05-30,34,62.8,2135.2,B2B Direct,West,0,0
SALE-9521,SKU-1008,Smart Speaker,Electronics,2025-06-09,13,255.61,3322.93,B2B Direct,West,0,5
SALE-9522,SKU-1040,Face Moisturizer,Beauty,2025-07-07,3,259.0,777.0,B2B Direct,Central,0,0
SALE-9523,SKU-1009,Laptop Stand,Electronics,2025-08-18,16,84.62,1353.92,Website,East,0,20
SALE-9524,SKU-1031,Blender,Home & Kitchen,2025-06-19,47,604.9,28430.3,Website,West,0,0
SALE-9525,SKU-1024,Baseball Cap,Clothing,2026-01-28,49,124.9,6120.1,B2B Direct,East,0,0
SALE-9526,SKU-1045,Hand Cream,Beauty,2025-09-11,34,336.24,11432.16,Retail Store,West,0,0
SALE-9527,SKU-1037,Air Fryer,Home & Kitchen,2026-01-30,3,250.76,752.28,Mobile App,South,0,0
SALE-9528,SKU-1013,Stapler,Office,2025-08-07,28,196.06,5489.68,Retail Store,Central,1,0
SALE-9529,SKU-1035,Food Storage Containers,Home & Kitchen,2025-04-16,9,224.6,2021.4,Website,East,0,0
SALE-9530,SKU-1002,Mechanical Keyboard,Electronics,2025-10-28,33,246.09,8120.97,B2B Direct,East,0,0
SALE-9531,SKU-1023,Running Shoes,Clothing,2025-11-13,21,574.45,12063.45,Marketplace,West,0,0
SALE-9532,SKU-1041,Shampoo 500ml,Beauty,2025-04-11,23,344.31,7919.13,Website,East,0,5
SALE-9533,SKU-1017,Printer Ink Cartridge,Office,2025-06-28,7,704.45,4931.15,Website,North,0,0
SALE-9534,SKU-1012,Sticky Notes Pack,Office,2026-02-12,22,254.78,5605.16,Marketplace,East,0,5
SALE-9535,SKU-1017,Printer Ink Cartridge,Office,2025-06-09,46,704.45,32404.7,B2B Direct,South,0,15
SALE-9536,SKU-1000,Wireless Earbuds,Electronics,2025-08-04,19,376.49,7153.31,Marketplace,West,0,10
SALE-9537,SKU-1000,Wireless Earbuds,Electronics,2025-10-31,42,376.49,15812.58,B2B Direct,South,0,10
SALE-9538,SKU-1013,Stapler,Office,2025-11-01,15,274.48,4117.2,B2B Direct,Central,0,10
SALE-9539,SKU-1029,Sport Leggings,Clothing,2025-08-25,6,72.05,432.3,Marketplace,South,0,5
SALE-9540,SKU-1013,Stapler,Office,2025-10-14,29,196.06,5685.74,B2B Direct,North,0,15
SALE-9541,SKU-1019,Tape Dispenser,Office,2025-03-08,32,477.85,15291.2,Marketplace,East,0,5
SALE-9542,SKU-1025,Socks (Pack-6),Clothing,2026-02-20,35,392.0,13720.0,Marketplace,East,0,10
SALE-9543,SKU-1008,Smart Speaker,Electronics,2025-05-21,22,213.01,4686.22,B2B Direct,Central,0,0
SALE-9544,SKU-1024,Baseball Cap,Clothing,2025-06-16,26,149.88,3896.88,Website,Central,0,0
SALE-9545,SKU-1036,Electric Kettle,Home & Kitchen,2025-10-21,41,40.34,1653.94,Marketplace,North,0,5
SALE-9546,SKU-1002,Mechanical Keyboard,Electronics,2026-02-19,39,246.09,9597.51,Retail Store,North,0,15
SALE-9547,SKU-1024,Baseball Cap,Clothing,2025-07-27,14,149.88,2098.32,Mobile App,East,0,0
SALE-9548,SKU-1023,Running Shoes,Clothing,2025-11-24,1,574.45,574.45,Mobile App,East,0,20
SALE-9549,SKU-1008,Smart Speaker,Electronics,2025-12-03,27,298.21,8051.67,Retail Store,North,2,15
SALE-9550,SKU-1008,Smart Speaker,Electronics,2025-06-17,20,255.61,5112.2,Retail Store,West,0,15
SALE-9551,SKU-1037,Air Fryer,Home & Kitchen,2025-06-15,33,300.91,9930.03,Retail Store,East,0,0
SALE-9552,SKU-1004,Webcam,Electronics,2025-09-24,39,342.33,13350.87,Mobile App,Central,2,15
SALE-9553,SKU-1029,Sport Leggings,Clothing,2025-10-26,37,72.05,2665.85,Website,North,0,15
SALE-9554,SKU-1022,Hoodie,Clothing,2026-02-25,46,85.9,3951.4,Marketplace,West,0,10
SALE-9555,SKU-1026,Polo Shirt,Clothing,2025-07-09,12,306.0,3672.0,B2B Direct,West,0,5
SALE-9556,SKU-1044,Lip Balm,Beauty,2025-12-20,7,667.88,4675.16,Retail Store,North,0,0
SALE-9557,SKU-1040,Face Moisturizer,Beauty,2025-12-04,19,302.16,5741.04,Website,South,0,10
SALE-9558,SKU-1007,Power Bank,Electronics,2025-09-08,5,304.06,1520.3,Website,Central,0,0
SALE-9559,SKU-1013,Stapler,Office,2025-11-18,3,274.48,823.44,Retail Store,North,0,5
SALE-9560,SKU-1029,Sport Leggings,Clothing,2025-09-15,22,72.05,1585.1,Retail Store,South,0,0
SALE-9561,SKU-1045,Hand Cream,Beauty,2025-05-12,21,336.24,7061.04,Retail Store,West,0,5
SALE-9562,SKU-1015,Whiteboard Markers,Office,2025-10-14,9,254.73,2292.57,Retail Store,East,0,0
SALE-9563,SKU-1006,LED Desk Lamp,Electronics,2025-06-02,19,581.48,11048.12,Website,Central,0,0
SALE-9564,SKU-1048,Toner,Beauty,2025-03-09,44,284.78,12530.32,Marketplace,South,0,0
SALE-9565,SKU-1002,Mechanical Keyboard,Electronics,2026-02-12,35,246.09,8613.15,Mobile App,West,0,5
SALE-9566,SKU-1033,Cutting Board,Home & Kitchen,2026-01-26,43,355.21,15274.03,Website,West,0,0
SALE-9567,SKU-1000,Wireless Earbuds,Electronics,2025-03-28,50,376.49,18824.5,Retail Store,South,0,0
SALE-9568,SKU-1005,Monitor Stand,Electronics,2025-03-12,27,357.41,9650.07,Website,North,0,5
SALE-9569,SKU-1004,Webcam,Electronics,2025-06-24,7,410.8,2875.6,Mobile App,South,0,0
SALE-9570,SKU-1020,Men T-Shirt,Clothing,2025-08-16,36,371.05,13357.8,Mobile App,Central,1,0
SALE-9571,SKU-1027,Winter Jacket,Clothing,2025-05-04,15,483.4,7251.0,Mobile App,North,0,0
SALE-9572,SKU-1041,Shampoo 500ml,Beauty,2025-08-12,1,344.31,344.31,Retail Store,South,0,5
SALE-9573,SKU-1017,Printer Ink Cartridge,Office,2026-01-30,40,587.04,23481.6,Marketplace,North,0,0
SALE-9574,SKU-1049,Serum 30ml,Beauty,2026-01-04,32,409.33,13098.56,Website,Central,0,20
SALE-9575,SKU-1038,Mixing Bowls Set,Home & Kitchen,2025-08-17,41,217.33,8910.53,Retail Store,South,0,10
SALE-9576,SKU-1044,Lip Balm,Beauty,2025-08-13,43,477.06,20513.58,Retail Store,North,0,15
SALE-9577,SKU-1028,Denim Shorts,Clothing,2025-09-15,33,191.99,6335.67,Mobile App,Central,0,0
SALE-9578,SKU-1001,USB-C Hub,Electronics,2026-01-13,49,507.79,24881.71,Website,East,0,10
SALE-9579,SKU-1039,Dish Rack,Home & Kitchen,2025-04-13,4,325.0,1300.0,Mobile App,East,0,0
SALE-9580,SKU-1013,Stapler,Office,2026-01-26,3,196.06,588.18,Mobile App,Central,0,0
SALE-9581,SKU-1017,Printer Ink Cartridge,Office,2025-08-13,42,587.04,24655.68,Website,Central,0,0
SALE-9582,SKU-1001,USB-C Hub,Electronics,2025-06-29,47,609.35,28639.45,Marketplace,East,0,0
SALE-9583,SKU-1042,Conditioner 500ml,Beauty,2025-07-09,44,75.36,3315.84,Mobile App,Central,0,0
SALE-9584,SKU-1040,Face Moisturizer,Beauty,2025-03-07,5,215.83,1079.15,Retail Store,North,0,20
SALE-9585,SKU-1013,Stapler,Office,2025-05-07,6,196.06,1176.36,Mobile App,Central,0,15
SALE-9586,SKU-1015,Whiteboard Markers,Office,2025-11-18,6,356.62,2139.72,Retail Store,West,0,0
SALE-9587,SKU-1027,Winter Jacket,Clothing,2025-06-02,39,580.08,22623.12,Mobile App,East,0,20
SALE-9588,SKU-1012,Sticky Notes Pack,Office,2025-07-21,31,305.74,9477.94,Website,East,0,0
SALE-9589,SKU-1027,Winter Jacket,Clothing,2025-11-17,40,676.76,27070.4,Retail Store,South,0,0
SALE-9590,SKU-1005,Monitor Stand,Electronics,2025-08-04,39,357.41,13938.99,B2B Direct,South,0,0
SALE-9591,SKU-1029,Sport Leggings,Clothing,2025-08-07,30,72.05,2161.5,Marketplace,West,0,0
SALE-9592,SKU-1008,Smart Speaker,Electronics,2025-10-30,13,213.01,2769.13,Mobile App,South,0,5
SALE-9593,SKU-1046,Body Lotion,Beauty,2025-09-11,32,43.01,1376.32,Retail Store,West,2,0
SALE-9594,SKU-1031,Blender,Home & Kitchen,2025-08-08,42,504.08,21171.36,B2B Direct,North,0,20
SALE-9595,SKU-1007,Power Bank,Electronics,2025-09-17,37,304.06,11250.22,Mobile App,South,2,10
SALE-9596,SKU-1048,Toner,Beauty,2025-08-29,33,284.78,9397.74,Retail Store,East,0,0
SALE-9597,SKU-1027,Winter Jacket,Clothing,2025-07-08,16,580.08,9281.28,Retail Store,North,0,5
SALE-9598,SKU-1044,Lip Balm,Beauty,2026-02-07,42,477.06,20036.52,Mobile App,East,0,5
SALE-9599,SKU-1016,Desk Organizer,Office,2025-07-08,39,381.05,14860.95,B2B Direct,South,0,0
SALE-9600,SKU-1045,Hand Cream,Beauty,2025-09-16,26,336.24,8742.24,B2B Direct,North,3,15
SALE-9601,SKU-1010,Ballpoint Pens (Box),Office,2025-10-08,17,139.01,2363.17,Marketplace,Central,0,0
SALE-9602,SKU-1019,Tape Dispenser,Office,2025-09-30,49,477.85,23414.65,Website,North,0,10
SALE-9603,SKU-1009,Laptop Stand,Electronics,2025-07-19,48,101.54,4873.92,Mobile App,West,0,20
SALE-9604,SKU-1031,Blender,Home & Kitchen,2025-03-04,7,504.08,3528.56,Website,West,0,0
SALE-9605,SKU-1027,Winter Jacket,Clothing,2025-05-30,12,483.4,5800.8,Marketplace,South,0,0
SALE-9606,SKU-1032,Non-stick Pan,Home & Kitchen,2025-04-29,29,378.77,10984.33,B2B Direct,South,0,10
SALE-9607,SKU-1048,Toner,Beauty,2025-06-10,17,341.74,5809.58,Retail Store,West,3,0
SALE-9608,SKU-1040,Face Moisturizer,Beauty,2025-05-28,6,215.83,1294.98,Marketplace,North,0,0
SALE-9609,SKU-1001,USB-C Hub,Electronics,2025-12-28,16,710.91,11374.56,Retail Store,West,0,0
SALE-9610,SKU-1017,Printer Ink Cartridge,Office,2025-03-07,43,587.04,25242.72,B2B Direct,North,0,10
SALE-9611,SKU-1024,Baseball Cap,Clothing,2026-01-06,34,124.9,4246.6,Marketplace,West,0,5
SALE-9612,SKU-1021,Women Jeans,Clothing,2025-09-09,44,305.44,13439.36,Marketplace,East,1,5
SALE-9613,SKU-1024,Baseball Cap,Clothing,2026-01-10,4,124.9,499.6,Marketplace,East,0,15
SALE-9614,SKU-1025,Socks (Pack-6),Clothing,2025-05-14,2,392.0,784.0,B2B Direct,North,0,5
SALE-9615,SKU-1015,Whiteboard Markers,Office,2025-09-08,29,254.73,7387.17,B2B Direct,West,0,0
SALE-9616,SKU-1040,Face Moisturizer,Beauty,2025-08-15,2,215.83,431.66,Marketplace,North,0,0
SALE-9617,SKU-1038,Mixing Bowls Set,Home & Kitchen,2025-11-07,26,304.26,7910.76,B2B Direct,North,0,15
SALE-9618,SKU-1030,Coffee Maker,Home & Kitchen,2026-02-04,45,420.91,18940.95,Website,West,0,10
SALE-9619,SKU-1033,Cutting Board,Home & Kitchen,2025-12-21,46,497.29,22875.34,B2B Direct,North,0,0
SALE-9620,SKU-1043,Sunscreen SPF50,Beauty,2025-12-09,30,467.88,14036.4,Mobile App,West,0,5
SALE-9621,SKU-1015,Whiteboard Markers,Office,2025-06-20,11,305.68,3362.48,Website,North,2,0
SALE-9622,SKU-1020,Men T-Shirt,Clothing,2025-09-16,50,371.05,18552.5,Marketplace,South,0,0
SALE-9623,SKU-1042,Conditioner 500ml,Beauty,2025-05-06,43,62.8,2700.4,Mobile App,Central,0,0
SALE-9624,SKU-1044,Lip Balm,Beauty,2025-08-21,15,477.06,7155.9,B2B Direct,Central,0,0
SALE-9625,SKU-1045,Hand Cream,Beauty,2025-09-15,42,336.24,14122.08,B2B Direct,West,0,0
SALE-9626,SKU-1005,Monitor Stand,Electronics,2025-04-30,6,357.41,2144.46,Marketplace,Central,0,0
SALE-9627,SKU-1023,Running Shoes,Clothing,2025-05-08,21,410.32,8616.72,Retail Store,Central,0,0
SALE-9628,SKU-1034,Kitchen Knife Set,Home & Kitchen,2025-06-09,25,335.88,8397.0,Retail Store,East,0,15
SALE-9629,SKU-1008,Smart Speaker,Electronics,2025-11-25,43,298.21,12823.03,B2B Direct,Central,0,0
SALE-9630,SKU-1029,Sport Leggings,Clothing,2025-08-12,10,72.05,720.5,Marketplace,South,0,0
SALE-9631,SKU-1018,Scissors,Office,2025-05-17,48,125.99,6047.52,Website,Central,0,20
SALE-9632,SKU-1007,Power Bank,Electronics,2025-07-22,46,364.87,16784.02,B2B Direct,West,0,0
SALE-9633,SKU-1045,Hand Cream,Beauty,2025-09-12,4,336.24,1344.96,Marketplace,South,0,10
SALE-9634,SKU-1014,File Folders,Office,2026-02-25,48,290.71,13954.08,Website,South,0,0
SALE-9635,SKU-1042,Conditioner 500ml,Beauty,2025-05-24,2,62.8,125.6,B2B Direct,West,0,0
SALE-9636,SKU-1022,Hoodie,Clothing,2025-09-20,26,85.9,2233.4,Website,Central,0,5
SALE-9637,SKU-1012,Sticky Notes Pack,Office,2026-02-25,36,254.78,9172.08,Retail Store,North,0,10
SALE-9638,SKU-1003,Gaming Mouse,Electronics,2026-03-02,20,333.92,6678.4,Retail Store,South,0,5
SALE-9639,SKU-1018,Scissors,Office,2025-05-17,14,125.99,1763.86,Mobile App,South,0,0
SALE-9640,SKU-1036,Electric Kettle,Home & Kitchen,2025-04-25,44,40.34,1774.96,Mobile App,West,0,0
SALE-9641,SKU-1003,Gaming Mouse,Electronics,2025-04-22,23,333.92,7680.16,Retail Store,South,0,5
SALE-9642,SKU-1021,Women Jeans,Clothing,2026-01-01,28,305.44,8552.32,Mobile App,West,0,0
SALE-9643,SKU-1031,Blender,Home & Kitchen,2025-08-05,45,504.08,22683.6,B2B Direct,South,0,10
SALE-9644,SKU-1042,Conditioner 500ml,Beauty,2026-02-04,6,62.8,376.8,Retail Store,West,0,0
SALE-9645,SKU-1000,Wireless Earbuds,Electronics,2025-05-04,8,376.49,3011.92,Website,North,0,15
SALE-9646,SKU-1014,File Folders,Office,2025-03-15,38,290.71,11046.98,B2B Direct,Central,0,10
SALE-9647,SKU-1037,Air Fryer,Home & Kitchen,2025-06-04,25,300.91,7522.75,Retail Store,West,0,0
SALE-9648,SKU-1004,Webcam,Electronics,2025-12-04,12,479.26,5751.12,Retail Store,North,0,5
SALE-9649,SKU-1033,Cutting Board,Home & Kitchen,2025-11-09,5,497.29,2486.45,B2B Direct,Central,0,10
SALE-9650,SKU-1007,Power Bank,Electronics,2025-06-18,43,364.87,15689.41,Website,South,0,0
SALE-9651,SKU-1028,Denim Shorts,Clothing,2025-08-11,8,191.99,1535.92,Website,South,0,0
SALE-9652,SKU-1035,Food Storage Containers,Home & Kitchen,2025-07-13,49,269.52,13206.48,Website,North,0,0
SALE-9653,SKU-1034,Kitchen Knife Set,Home & Kitchen,2025-05-30,28,279.9,7837.2,Website,South,0,15
SALE-9654,SKU-1018,Scissors,Office,2026-02-04,35,125.99,4409.65,Retail Store,South,0,0
SALE-9655,SKU-1022,Hoodie,Clothing,2026-01-08,35,85.9,3006.5,B2B Direct,South,0,10
SALE-9656,SKU-1015,Whiteboard Markers,Office,2025-03-22,13,254.73,3311.49,Mobile App,East,1,5
SALE-9657,SKU-1013,Stapler,Office,2025-12-31,23,274.48,6313.04,Marketplace,South,0,0
SALE-9658,SKU-1016,Desk Organizer,Office,2025-07-15,25,381.05,9526.25,Mobile App,West,0,0
SALE-9659,SKU-1027,Winter Jacket,Clothing,2026-02-22,10,483.4,4834.0,B2B Direct,South,0,0
SALE-9660,SKU-1040,Face Moisturizer,Beauty,2026-02-23,42,215.83,9064.86,Mobile App,East,0,10
SALE-9661,SKU-1038,Mixing Bowls Set,Home & Kitchen,2025-05-26,27,217.33,5867.91,Mobile App,East,0,20
SALE-9662,SKU-1015,Whiteboard Markers,Office,2025-04-12,18,254.73,4585.14,Website,Central,0,0
SALE-9663,SKU-1021,Women Jeans,Clothing,2026-01-25,6,305.44,1832.64,Marketplace,East,0,10
SALE-9664,SKU-1017,Printer Ink Cartridge,Office,2025-03-09,7,587.04,4109.28,Retail Store,South,2,10
SALE-9665,SKU-1007,Power Bank,Electronics,2025-06-01,34,364.87,12405.58,Marketplace,Central,0,0
SALE-9666,SKU-1036,Electric Kettle,Home & Kitchen,2025-07-26,36,48.41,1742.76,Marketplace,Central,0,0
SALE-9667,SKU-1048,Toner,Beauty,2025-09-19,12,284.78,3417.36,Marketplace,Central,0,10
SALE-9668,SKU-1030,Coffee Maker,Home & Kitchen,2026-01-01,9,420.91,3788.19,Marketplace,North,0,0
SALE-9669,SKU-1008,Smart Speaker,Electronics,2025-05-16,25,213.01,5325.25,B2B Direct,East,1,5
SALE-9670,SKU-1023,Running Shoes,Clothing,2026-03-01,50,410.32,20516.0,Mobile App,Central,0,0
SALE-9671,SKU-1022,Hoodie,Clothing,2025-10-29,33,85.9,2834.7,Marketplace,East,0,10
SALE-9672,SKU-1014,File Folders,Office,2025-08-07,41,290.71,11919.11,Website,East,0,10
SALE-9673,SKU-1040,Face Moisturizer,Beauty,2025-04-13,5,215.83,1079.15,Mobile App,North,0,0
SALE-9674,SKU-1018,Scissors,Office,2025-12-12,32,176.39,5644.48,Website,West,0,10
SALE-9675,SKU-1030,Coffee Maker,Home & Kitchen,2025-11-13,33,589.27,19445.91,B2B Direct,North,0,0
SALE-9676,SKU-1047,Eye Cream,Beauty,2025-03-07,46,73.21,3367.66,Retail Store,Central,0,20
SALE-9677,SKU-1042,Conditioner 500ml,Beauty,2025-11-29,44,87.92,3868.48,B2B Direct,North,0,0
SALE-9678,SKU-1048,Toner,Beauty,2025-11-27,15,398.69,5980.35,Mobile App,North,0,5
SALE-9679,SKU-1003,Gaming Mouse,Electronics,2025-10-06,32,333.92,10685.44,Retail Store,South,2,0
SALE-9680,SKU-1043,Sunscreen SPF50,Beauty,2025-07-09,35,401.04,14036.4,Website,East,0,0
SALE-9681,SKU-1000,Wireless Earbuds,Electronics,2026-01-21,37,376.49,13930.13,Retail Store,South,2,20
SALE-9682,SKU-1032,Non-stick Pan,Home & Kitchen,2025-03-22,30,378.77,11363.1,B2B Direct,West,0,5
SALE-9683,SKU-1021,Women Jeans,Clothing,2025-08-03,23,305.44,7025.12,Website,North,0,0
SALE-9684,SKU-1022,Hoodie,Clothing,2025-03-08,7,85.9,601.3,Retail Store,West,0,5
SALE-9685,SKU-1009,Laptop Stand,Electronics,2025-09-30,8,84.62,676.96,Retail Store,North,0,0
SALE-9686,SKU-1030,Coffee Maker,Home & Kitchen,2025-09-22,24,420.91,10101.84,Marketplace,East,0,5
SALE-9687,SKU-1017,Printer Ink Cartridge,Office,2025-04-28,29,587.04,17024.16,Retail Store,South,0,0
SALE-9688,SKU-1022,Hoodie,Clothing,2026-03-02,13,85.9,1116.7,Website,South,0,0
SALE-9689,SKU-1047,Eye Cream,Beauty,2025-08-20,3,73.21,219.63,Mobile App,South,2,20
SALE-9690,SKU-1007,Power Bank,Electronics,2025-10-05,32,304.06,9729.92,B2B Direct,West,0,0
SALE-9691,SKU-1048,Toner,Beauty,2025-09-24,33,284.78,9397.74,Retail Store,South,1,10
SALE-9692,SKU-1008,Smart Speaker,Electronics,2025-05-22,23,213.01,4899.23,B2B Direct,North,0,5
SALE-9693,SKU-1021,Women Jeans,Clothing,2025-10-09,39,305.44,11912.16,Website,West,0,0
SALE-9694,SKU-1048,Toner,Beauty,2025-10-09,16,284.78,4556.48,B2B Direct,South,0,0
SALE-9695,SKU-1049,Serum 30ml,Beauty,2025-05-01,17,409.33,6958.61,Mobile App,West,0,10
SALE-9696,SKU-1006,LED Desk Lamp,Electronics,2026-02-25,47,484.57,22774.79,B2B Direct,Central,0,15
SALE-9697,SKU-1040,Face Moisturizer,Beauty,2026-01-22,10,215.83,2158.3,Mobile App,North,0,0
SALE-9698,SKU-1012,Sticky Notes Pack,Office,2025-05-17,28,254.78,7133.84,Website,Central,0,0
SALE-9699,SKU-1026,Polo Shirt,Clothing,2025-11-27,20,357.0,7140.0,Mobile App,South,0,0
SALE-9700,SKU-1027,Winter Jacket,Clothing,2026-01-27,4,483.4,1933.6,Marketplace,North,0,15
SALE-9701,SKU-1045,Hand Cream,Beauty,2025-10-04,16,336.24,5379.84,Marketplace,North,0,0
SALE-9702,SKU-1047,Eye Cream,Beauty,2025-08-15,14,73.21,1024.94,Marketplace,West,2,0
SALE-9703,SKU-1011,A4 Paper (Ream),Office,2025-07-11,32,618.37,19787.84,Marketplace,East,0,5
SALE-9704,SKU-1043,Sunscreen SPF50,Beauty,2025-12-11,50,467.88,23394.0,Mobile App,East,0,0
SALE-9705,SKU-1049,Serum 30ml,Beauty,2025-12-30,34,573.06,19484.04,B2B Direct,East,0,0
SALE-9706,SKU-1024,Baseball Cap,Clothing,2025-04-17,7,124.9,874.3,Mobile App,Central,0,20
SALE-9707,SKU-1041,Shampoo 500ml,Beauty,2025-06-09,13,413.17,5371.21,Retail Store,North,1,5
SALE-9708,SKU-1019,Tape Dispenser,Office,2025-11-01,49,668.99,32780.51,Mobile App,Central,0,0
SALE-9709,SKU-1026,Polo Shirt,Clothing,2025-12-10,46,357.0,16422.0,Marketplace,Central,0,0
SALE-9710,SKU-1045,Hand Cream,Beauty,2025-05-03,28,336.24,9414.72,Website,West,0,20
SALE-9711,SKU-1001,USB-C Hub,Electronics,2025-05-28,39,507.79,19803.81,Marketplace,South,0,5
SALE-9712,SKU-1044,Lip Balm,Beauty,2025-06-09,48,572.47,27478.56,Retail Store,West,0,5
SALE-9713,SKU-1004,Webcam,Electronics,2025-05-27,29,342.33,9927.57,B2B Direct,West,0,0
SALE-9714,SKU-1017,Printer Ink Cartridge,Office,2025-06-17,12,704.45,8453.4,Website,South,0,5
SALE-9715,SKU-1032,Non-stick Pan,Home & Kitchen,2025-10-23,33,378.77,12499.41,B2B Direct,East,0,0
SALE-9716,SKU-1017,Printer Ink Cartridge,Office,2025-12-11,8,821.86,6574.88,Mobile App,South,0,0
SALE-9717,SKU-1040,Face Moisturizer,Beauty,2025-05-18,18,215.83,3884.94,Mobile App,East,0,0
SALE-9718,SKU-1013,Stapler,Office,2025-12-02,8,274.48,2195.84,Website,East,0,0
SALE-9719,SKU-1005,Monitor Stand,Electronics,2026-02-28,36,357.41,12866.76,Marketplace,South,0,0
SALE-9720,SKU-1003,Gaming Mouse,Electronics,2026-01-18,1,333.92,333.92,Marketplace,South,3,0
SALE-9721,SKU-1001,USB-C Hub,Electronics,2025-12-04,43,710.91,30569.13,B2B Direct,North,0,0
SALE-9722,SKU-1041,Shampoo 500ml,Beauty,2025-07-13,41,413.17,16939.97,B2B Direct,Central,0,0
SALE-9723,SKU-1017,Printer Ink Cartridge,Office,2025-06-16,38,704.45,26769.1,Retail Store,South,0,10
SALE-9724,SKU-1023,Running Shoes,Clothing,2025-05-18,31,410.32,12719.92,Website,West,0,10
SALE-9725,SKU-1011,A4 Paper (Ream),Office,2025-06-08,37,618.37,22879.69,Retail Store,South,0,0
SALE-9726,SKU-1011,A4 Paper (Ream),Office,2025-09-21,44,515.31,22673.64,B2B Direct,South,0,0
SALE-9727,SKU-1029,Sport Leggings,Clothing,2026-01-28,26,72.05,1873.3,Website,Central,0,10
